In relational data model, an attribute is a column|False *
8. The _______ operator takes the results of two queries and returns only rows that appear in both result sets. | b) Intersect
9. A ________ is a pictorial depiction of the schema of a database that shows the relations in the database, their attributes, and primary keys and foreign keys. | a) Schema diagram
10. The _________ provides a set of operations that take one or more relations as input and return a relation as an output. | b) Relational algebra
1.NameAnnieBobCallieDerekWhich of these query will display the the table given above ? | c) Select name from employee
2. Select ________ dept_namefrom instructor;Here which of the following displays the unique values of the column ? | c) Distinct
3. The ______ clause allows us to select only those rows in the result relation of the ____ clause that satisfy a specified predicate. | a) Where, from
4. Select ID, name, dept name, salary * 1.1where instructor;The query given below will not give an error. Which one of the following has to be replaced to get the desired output? | c) Where
5. The ________ clause is used to list the attributes desired in the result of a query. | b) Select
6. Select name, course_idfrom instructor, teacheswhere instructor_ID= teaches_ID;This Query can be replaced by which one of the following ? | b) Select name, course_id from instructor natural join teaches;
7. Select * from employee where salary>10000 and dept_id=101;Which of the following fields are displayed as output? | 
8.Employee_id Name Salary1001 Annie 60001009 Ross 45001018 Zeith 7000This is Employee table.Select * from employee where employee_id>1009;Which of the following employee_id will be displayed? | 
9. Which of the following statements contains an error? | 
10. Insert into employee _____ (1002,Joey,2000);In the given query which of the keyword has to be inserted ? | b) Values
1. Select name ____ instructor name, course idfrom instructor, teacheswhere instructor.ID= teaches.ID;Which keyword must be used here to rename the field name ? | c) As
2. Select * from employee where dept_name="Comp Sci";In the SQL given above there is an error . Identify the error . | c) "Comp Sci"
3. Select emp_namefrom departmentwhere dept_name like ' _____ Computer Science';Which one of the following has to be added into the blank to select the dept_name which has Computer Science as its ending string ? | a) %
4. '_ _ _ ' matches any string of ______ three characters. '_ _ _ %' matches any string of at ______ three characters. | b) Exactly, Atleast
5. Select namefrom instructorwhere dept name = 'Physics'order by name;By default, the order by clause lists items in ______ order. | 
6. Select *from instructororder by salary ____, name ___;To display the salary from greater to smaller and name in ascending order which of the following options should be used ? | c) Desc, Asc
7. Select namefrom instructorwhere salary <= 100000 and salary >= 90000;This query can be replaced by which of the following ? where salary between 100000 and 90000;Answer:a8. Select instructor.*from instructor, teacheswhere instructor.ID= teaches.ID;This query does which of the following operation? | b) All attributes of instructor are selected on the given condition
9. In SQL the spaces at the end of the string are removed by _______ function . | c) Trim
10. _____ operator is used for appending two strings. | c) ||
1. The union operation is represented by | b) U
2. The intersection operator is used to get the _____ tuples. | b) Common
3. The union operation automatically __________, unlike the select clause. | 
4. If we want to retain all duplicates, we must write ________ in place of union. | a) Union all
5. (Select course idfrom sectionwhere semester = 'Fall' and year= 2009)except(select course idfrom sectionwhere semester = 'Spring' and year= 2010);This query displays | 
6. For like predicate which of the following is true.i) % matches zero of more characters.ii) _ matches exactly one character. | a) i-only
7. The number of attributes in relation is called as its | b) Degree
8. _____ clause is an additional filter that is applied to the result. | c) Having
9. _________ joins are SQL server default | b) Inner
10. The _____________ is essentially used to search for patterns in target string. | a) Like Predicate
1. A _____ indicates an absent value that may exist but be unknown or that may not exist at all. | c) Null value
2. If the attribute phone number is included in the relation all the values need not be entered into the phone number column . This type of entry is given as | c) Null
3. The predicate in a where clause can involve Boolean operations such as and.The result of true and unknown is_______, false and unknown is _____, while unknown and unknown is _____. | 
4. Select namefrom instructorwhere salary is not null;Selects | b) Tuples with no null values
5. In a employee table to include the attributes whose value always have some value which of the following constraint must be used ? | b) Not null
6. Using the ______ clause retains only one copy of such identical tuples. | 
7. Create table employee (id integer,name varchar(20),salary not null);Insert into employee values (1005,Rach,0);Insert into employee values (1007,Ross, );Insert into employee values (1002,Joey,335);Some of these insert statements will produce an error. Identify the statement. | c) Insert into employee values (1007,Ross, );
8. The primary key must be | c) Both a and b
9. You attempt to query the database with this command: (25)select nvl (100 / quantity, none)from inventory;Why does this statement cause an error when QUANTITY values are null? | a. The expression attempts to divide by a null value.
10. The result of _____unknown is unknown. | 
1. Aggregate functions are functions that take a ___________ as input and return a single value. | a) Collection of values
2. Select __________from instructorwhere dept name= 'Comp. Sci.';Which of the following should be used to find the mean of the salary ? | b) Avg(salary)
3. Select count (____ ID)from teacheswhere semester = 'Spring' and year = 2010;If we do want to eliminate duplicates, we use the keyword ______in the aggregate expression. | a) Distinct
4. All aggregate functions except _____ ignore null values in their input collection. | b) Count(*)
5. A Boolean data type that can take values true, false, and________ . | 
6. The ____ connective tests for set membership, where the set is a collection of values produced by a select clause. The ____ connective tests for the absence of set membership. | c) In, not in
7. Which of the following should be used to find all the courses taught in the Fall 2009 semester but not in the Spring 2010 semester . where (course id, sec id, semester, year) in (select course id, sec id, semester, yearfrom teacheswhere teaches.ID= 10101);Answer:a8. The phrase "greater than at least one" is represented in SQL by _____. | 
9. Which of the following is used to find all courses taught in both the Fall 2009 semester and in the Spring 2010 semester . where semester = 'Spring' and year= 2010)Answer:a10. We can test for the nonexistence of tuples in a subquery by using the _____ construct. | b) Not exists
1. Select dept_name, ID, avg (salary)from instructorgroup by dept_name;This statement is erroneous because | b) Dept_id should not be used in group by clause
2. SQL applies predicates in the _______ clause after groups have been formed, so aggregate functions may be used. | b) With
3. Aggregate functions can be used in the select list or the_______clause of a select statement or subquery. They cannot be used in a ______ clause. | b) Having, where
4. The ________ keyword is used to access attributes of preceding tables or subqueries in the from clause. | b) Lateral
from instructor I1, lateral (select avg(salary) as avg salaryfrom instructor I2where I2.dept name= I1.dept name);Without the lateral clause, the subquery cannot access the correlation variableI1 from the outer query.5. Which of the following creates temporary relation for the query on which it is defined ? | a) With
6. With max_budget (value) as(select max(budget)from department)select budgetfrom department, max_budgetwhere department.budget = max budget.value;In the query given above which one of the following is a temporary relation ? | 
7. Subqueries cannot: | c) Join tables
8. Which of the following is not a aggregate function ? | c) With
9. The EXISTS keyword will be true if: | a) Any row in the subquery meets the condition only.
10. How can you find rows that do not match some specified condition? | b) Double use of NOT EXISTS
1. A Delete command operates on ______ relation. | a) One
2. Delete from r where P;The above command | a) Deletes a particular tuple from the relation
3. Which one of the following deletes all the entries but keeps the structure of the relation . | 
4. Which of the following is used to insert a tuple from another relation . | b) Insert into instructorselect ID, name, dept name, 18000from studentwhere dept name = 'Music' and tot cred > 144;
5. Which of the following deletes all tuples in the instructor relation for those instructors associated with a department located in the Watson building which is in department relation. | c) Delete from instructorwhere dept_name in (select dept namefrom departmentwhere building = 'Watson');
6. Update instructor_____ salary= salary * 1.05;Fill in with correct keyword to update the instructor relation. | b) Set
7. _________ are useful in SQL update statements,where they can be used in the set clause. | 
8. The problem of ordering the update in multiple update is avoided using | c) Case
1. The____condition allows a general predicate over the relations being joined. | a) On
2. Which of the join operations do not preserve non matched tuples. | c) Inner join
3. Select *from student join takes using (ID);The above query is equivalent to | a) Select *from student inner join takes using (ID);
4. What type of join is needed when you wish to include rows that do not have matching values? | c) Outer join
5. How many tables may be included with a join? | 
6. Which are the join types in join condition: | 
7. How many join types in join condition: | 
8. Which join refers to join records from the right table that have no matching key in the left table are include in the result set: | b) Right outer join
9. The operation which is not considered a basic operation of relational algebra is | a) Join
10. In SQL the statement select * from R, S is equivalent to | b) Select * from R cross join S
1. Which of the following creates a virtual relation for storing the query ? | b) View
2. Which of the following is the syntax for views where v is view name ? | c) Create view v as "query expression";
3. Select course_idfrom physics_fall_2009where building= 'Watson';Here the tuples are selected from the view.Which one denotes the view. | c) Building
4. Materialised views make sure that | b) View definition is kept up-to-date
5. Updating the value of the view | a) Will affect the relation from which it is defined
6. SQL view is said to be updatable (that is, inserts, updates or deletes can be applied on the view) if which of the following conditions are satisfied by the query defining the view? | 
7. Which of the following is used at the end of the view to reject the tuples which do not satisfy the condition in where clause ? | c) With check
9. For the view Create view instructor_info asselect ID, name, buildingfrom instructor, departmentwhere instructor.dept name= department.dept name;If we insert tuple into the view as insert into instructor info values ('69987', 'White', 'Taylor');What will be the values of the other attributes in instructor and department relations? | b) Null
10. Create view faculty asSelect ID, name, dept namefrom instructor;Find the error in this query . | 
1. A _________ consists of a sequence of query and/or update statements. | a) Transaction
2. Which of the following makes the transaction permanent in the database ? | b) Commit
3. In order to undo the work of transaction after last commit which one should be used ? | c) Rollback
4. Consider the following action:Transaction.....Commit;Rollback;What does Rollback do? | 
5. In case of any shut down during transaction before commit which of the following statement is done automatically ? | c) Rollback
6. In order to maintain the consistency during transactions database provides | b) Atomic
7. Transaction processing is associated with everything below except | a) Conforming a action or triggering a response
8. A transaction completes its execution is said to be | a) Committed
9. Which of the following is used to get back all the transactions back after rollback ? | c) Flashback
10. ______ will undo all statements up to commit? | c) Rollback
1. To include integrity constraint in a existing relation use : | c) Alter table
2. Which of the following is not a integrity constraint ? | b) Positive
3. Create table Employee(Emp_id numeric not null, Name varchar(20) , dept_name varchar(20), Salary numeric unique(Emp_id,Name));insert into Employee values(1002, Ross, CSE, 10000)insert into Employee values(1006,Ted,Finance, );insert into Employee values(1002,Rita,Sales,20000);What will be the result of the query? | 
The unique specification says that no two tuples in the relation can be equal on all the listed attributes.4. Create table Manager(ID numeric,Name varchar(20),budget numeric,Details varchar(30));Inorder to ensure that the value of budget is non-negative which of the following should be used? | 
5. Foreign key is the one in which the ________ of one relation is referenced in another relation. | b) Primary key
6. Create table course( . . .foreign key (dept name) references department. . . );Which of the following is used to delete the entries in the referenced table when the tuple is deleted in course table? | b) Delete cascade
7. Domain constraints, functional dependency and referential integrity are special forms of _________. | c) Assertion
8. Which of the following is the right syntax for assertion? | a) Create assertion 'assertion-name' check 'predicate';
9. Data integrity constraints are used to: | c) Improve the quality of data entered for a specific property (i.e., table column)
10. Which of the following can be addressed by enforcing a referential integrity constraint? | c) Information on the customer must be known before anything can be sold to that customer
1. Dates must be specified in the format | b) yyyy/mm/dd
2. An ________ on an attribute of a relation is a data structure that allows the database system to find those tuples in the relation that have a specified value for that attribute efficiently, without scanning through all the tuples of the relation. | a) Index
3. Create index studentID_index on student(ID);Here which one denotes the relation for which index is created ? | 
4. Which of the following is used to store movie and image files ? | b) Blob
5. The user defined data type can be created using | 
6. Values of one type can be converted to another domain using which of the following ? | a) Cast
7. Create domain YearlySalary numeric(8,2)constraint salary value test __________;In order to ensure that an instructor's salary domain allows only values greater than a specified value use: | c) Check(value >= 29000.00);
8. Which of the following closely resembles Create view ? | b) Create table . . . as
9. In contemporary databases the top level of the hierarchy consists of ______, each of which can contain _____. | a) Catalogs, schemas
10. Which of the following statements creates a new table temp instructor that has the same schema as instructor. | b) Create table temp_instructor like instructor;
1. The database administrator who authorizes all the new users, modifies database and takes grants privilege is | 
2. Which of the following is a basic form of grant statement ? | a) Grant 'privilege list'on 'relation name or view name'to 'user/role list';
3. Which of the following is used to provide privilege to only a particular attribute ? | b) Grant update(budget) on department to Raj
4. Which of the following statement is used to remove the privilege from the user Amir ? | b) Revoke update on employee from Amir
5. Which of the following is used to provide delete authorization to instructor ? | c) Create role instructor;grant delete on takesto instructor;
6. Which of the following is true regarding views ? | c) If a user creates a view on which no authorization can be granted, the system will allow the view creation request.
7. If we wish to grant a privilege and to allow the recipient to pass the privilege on to other users, we append the __________ clause to the appropriate grant command. | 
8. In authorization graph if DBA provides authorization to u1 which inturn gives to u2 which of the following is correct ? | c) Both a and b
9. Which of the following is used to avoid cascading of authorizations from the user ? | b) Revoke select on department from Amit, Satoshi restrict;
10. The granting and revoking of roles by the user may cause some confusions when that user role is revoked .To overcome the above situation | a) The privilege must be granted only by roles
1. Which of the following is used to access the database server at time of executing the program and get the data from the server accordingly ? | b) Dynamic SQL
2. Which of the following header must be included in java program to establish database connectivity using JDBC ? | a) Import java.sql.*;
3. DriverManager.getConnection(_______ , ______ , ______)What are the two parameters that are included ? | b) URL or machine name where server runs, User ID, Password
4. Which of the following invokes functions in sql ? | c) Callable statements
5. Which of the following function is used to find the column count of the particular resultset ? | a) getMetaData()
6. Which of the following is a following statement is a prepared statements ? | a) Insert into department values(?,?,?)
7. Which of the following is used as the embedded SQL in COBOL ? | b) EXEC SQL END-EXEC
8. Which of the following is used to distinguish the variables in SQL from the host language variables ? | b) -
9. The update statement can be executed in host language using | c) EXEC SQL update instructor set salary = salary + 100 where current of c;
10. Which of the following is used to access large objects from a database ? | 
1.Create function dept count(dept_name varchar(20))begindeclare d count integer;select count(*) into d countfrom instructorwhere instructor.dept_name= dept_namereturn d count;endFind the error in the the above statement . | a) Return type missing
2. For the function created in Question 1 ,which of the following is a proper select statement ? where dept count(budget) > 12;Answer:b3. Which of he following is used to input the entry and give the result in a variable in a procedure ? | 
4.Create procedure dept_count proc(in dept name varchar(20),out d count integer)beginselect count(*) into d countfrom instructorwhere instructor.dept name= dept count proc.dept nameendWhich of the following is used to call the procedure given above ? Answer:b5. The format for compound statement is | 
6. Repeatsequence of statements;__________________end repeatFill in the correct option : | c) Until boolean expression
7. Which of the following is the correct format for if statement ? elsestatement or compound statementelse statement or compound statementend ifAnswer:a8. A stored procedure in SQL is a___________. | b) Group of Transact-SQL statements compiled into a single execution plan.
9. Temporary stored procedures are stored in _________ database. | 
10. Declare out of classroom seats conditiondeclare exit handler for out of classroom seatsbeginsequence of statementsendThe above statements are used for | b) Handling Exception
1. A __________ is a special kind of a store procedure that executes in response to certain action on the table like insertion, deletion or updation of data. | b) Triggers
2. Trigger are supported in | c) Views
3. The CREATE TRIGGER statement is used to create the trigger. THE _____ clause specifies the table name on which the trigger is to be attached. The ______ specifies that this is an AFTER INSERT trigger. | b) On, for insert
4. What are the after triggers ? | b) These triggers run after an insert, update or delete on a table
5. The variables in the triggers are declared using | b) @
6. The default extension for an Oracle SQL*Plus file is: | 
7. Which of the following is NOT an Oracle-supported trigger? | b) DURING
8. What are the different in triggers ? | c) Insert, Update, Delete
9. Triggers ________ enabled or disabled | a) Can be
10. Which prefixes are available to Oracle triggers? | c) Both :new and : old
1. Any recursive view must be defined as the union of two subqueries: a _______ query that is nonrecursive and a __________ query. | a) Base, recursive
2. Ranking of queries is done by which of the following ? | b) Order by
3. In rank() function if one value is shared by two tuples then | b) The rank order continues by leaving one rank in the middle
4. The __________ function that does not create gaps in the ordering. | 
5. Select ID, GPAfrom student gradesorder by GPA____________;Inorder to give only 10 rank on the whole we should use | a) Limit 10
6. If there are n tuples in the partition and the rank of the tuple is r , then its ________ is defined as (r -1)/(n-1) . | c) Percent_rank
7. Inorder to simplify the null value confusion in the rank function we can specify | 
8. Suppose we are given a view tot credits (year, num credits) giving the total number of credits taken by students in each year.The query that computes averages over the 3 preceding tuples in the specified sort order is | a) Select year, avg(num credits)over (order by year rows 3 preceding)as avg total creditsfrom tot credits;
9. The functions which construct histograms and use buckets for ranking is | c) Ntil()
10. The command ________________ such tables are available only within the transaction executing the query, and are dropped when the transaction finishes. | b) Create temporary table
1. OLAP stands for | a) Online analytical processing
2. Data that can be modeled as dimension attributes and measure attributes are called _______ data. | a) Multidimensional
3. The generalization of cross-tab which is represented visually is ____________ which is also called as data cube. | a) Two dimensional cube
4. The process of viewing the cross-tab (Single dimensional) with a fixed value of one attribute is | 
5. The operation of moving from finer-granularity data to a coarser granularity (by means of aggregation) is called a ________. | a) Rollup
6. In SQL the cross-tabs are created using | a) Slice
7. { (item name, color, clothes size), (item name, color), (item name, clothes size), (color, clothes size), (item name), (color), (clothes size), () }This can be achieved by using which of the following ? | 
8. What do data warehouses support? | a) OLAP
9. Select item name, color, clothes size, sum(quantity)from salesgroup by rollup(item name, color, clothes size);How many grouping is possible in this rollup? | b) 4
10. Which one of the following is the right syntax for DECODE ? | 
1. Relational Algebra is a __________ query language that takes two relation as input and produces another relation as output of the query. | c) Procedural
2. Which of the following is a fundamental operation in relational algebra ? | 
3. Which of the following is used to denote the selection operation in relational algebra ? | b) Sigma (Greek)
4. For select operation the ________ appear in the subscript and the ___________ argument appears in the paranthesis after the sigma. | a) Predicates, relation
5. The ___________ operation, denoted by -, allows us to find tuples that are in one relation but are not in another. | b) Set-difference
6. Which is a unary operation: | 
7. Which is a join condition contains an equality operator: | a) Equijoins
8. In precedence of set operators the expression is evaluated from | b) Left to right
9. Which of the following is not outer join ? | 
10. The assignment operator is denoted by | b) <-
1. Find the ID, name, dept name, salary for instructors whose salary is greater than $80,000 . | a) {t | t e instructor ? t[salary] > 80000}
2. A query in the tuple relational calculus is expressed as: | c) {t | P(t)}
3. {t | ? s e instructor (t[name] = s[name]? ? u e department (u[dept name] = s[dept name]? u[building] = "Watson"))}Which of the following best describes the query ? | a) Finds the names of all instructors whose department is in the Watson building.
4. Which of the following symbol is used in the place of except ? | c) ¬
5. "Find all students who have taken all courses offered in the Biology department." The expressions that matches this sentence is : | b) ? t e r (Q(t))
6. Which of the following is the comparison operator in tuple relational calculus | b) =
7. An expression in the domain relational calculus is of the form | 
8. Find the names of all instructors in the Physics department together with the course id of all courses they teach: | b) {< n, c > | ? i, a (< i, c, a, s, y > e teaches? ? d, s (< i, n, d, s > e instructor ? d = "Physics"))}
9. In domain relaional calculus "there exist" can be expressed as | 
10. A set of possible data values is called | 
1. An ________ is a set of entities of the same type that share the same properties, or attributes . | a) Entity set
2. Entity is a | c) Thing in real world
3. The descriptive property possessed by each entity set is _________ . | b) Attribute
4. The function that an entity plays in a relationship is called that entity's _____________. | c) Role
5. The attribute name could be structured as a attribute consisting of first name, middle initial, and last name . This type of attribute is called | b) Composite attribute
6. The attribute AGE is calculated from DATE_OF_BIRTH . The attribute AGE is | 
7. Not applicable condition can be represented in relation entry as | c) NULL
8. Which of the following can be a multivalued attribute ? | a) Phone_number
9. Which of the following is a single valued attribute | a) Register_number
10. In a relation between the entities the type and condition of the relation should be specified . That is called as______attribute | a) Desciptive
1. _____________, express the number of entities to which another entity can be associated via a relationship set. | a) Mapping Cardinality
2. An entity in A is associated with at most one entity in B, and an entity in B is associated with at most one entity in A.This is called as | b) One-to-one
3. An entity in A is associated with at most one entity in B. An entity in B, however, can be associated with any number (zero or more) of entities in A. | 
4. Data integrity constraints are used to: | c) Improve the quality of data entered for a specific property
5. Establishing limits on allowable property values, and specifying a set of acceptable, predefined options that can be assigned to a property are examples of: | b) Data integrity constraints
6. Which of the following can be addressed by enforcing a referential integrity constraint? | c) Information on the customer must be known before anything can be sold to that customer
7. ______ is a special type of integrity constraint that relates two relations & maintains consistency across the relations. | b) Referential Integrity Constraints
8. Which one of the following uniquely identifies the elements in the relation? | b) Primary key
9. Drop Table cannot be used to drop a table referenced by a _________ constraint. | 
10. ____________ is preferred method for enforcing data integrity | a) Constraints
1. Which of the following gives a logical structure of the database graphically ? | a) Entity-relationship diagram
2. The entity relationship set is represented in E-R diagram as | 
3. The Rectangles divided into two parts represents | a) Entity set
4. Consider a directed line(->) from the relationship set advisor to both entity sets instructor and student. This indicates _________ cardinality | b) One to one
5. We indicate roles in E-R diagrams by labeling the lines that connect ___________ to __________. | 
6. An entity set that does not have sufficient attributes to form a primary key is termed a __________ . | c) Weak entity set
7. For a weak entity set to be meaningful, it must be associated with another entity set, called the | a) Identifying set
8. Weak entity set is represented as | c) Double diamond
9. If you were collecting and storing information about your music collection, an album would be considered a(n) _____. | b) Entity
10. What term is used to refer to a specific record in your music database; for instance; information stored about a specific album? | a) Relation
2. The primary key in the section relation is | c) Both a and b
3. Select * from teaches where Sec_id = 'CS-101' ;Which of the following Id is selected for the following query ? | 
4. Select Id,Course_id,Building from section s and teaches t where t.year=2009 ;Which of the following Id are displayed ? | c) Both a and b
5. The query which selects the Course_id 'CS-101' from the section relation is | b) Select Course_id from section where Year = '2009';
6. Create table section(Course_id varchar (8),Sec_id varchar (8),Semester varchar (6),Year numeric (4,0),Building numeric (15),primary key (course id, sec id, semester, year),foreign key (course id) references course);Which of the following has an error in the above create table for the relation section | 
7. The relation with primary key can be created using | c) Create table instructor ( Id , Name , primary key (Id))
8. How can the values in the relation teaches be deleted ? | b) Delete from teaches;
9. In the above teaches relation " Select * from teaches where Year = '2010'" displays how many rows ? | a) 2
10. The relation changes can be got back using ________ command | a) Flashback
1. Let us consider phone_number ,which can take single or several values . Treating phone_numberas an _________ permits instructors to have several phone numbers (including zero) associated with them. | a) Entity
2. The total participation by entities is represented in E-R diagram as | b) Double line
3. Given the basic ER and relational models, which of the following is INCORRECT? | c) In a row of a relational table, an attribute can have more than one value
4. Which of the following indicates the maximum number of entities that can be involved in a relationship? | b) Maximum cardinality
5. In E-R diagram generalization is represented by | 
6. What is a relationship called when it is maintained between two entities? | b) Binary
7. Which of the following is a low level operator? | 
8. Key to represent relationship between tables is called | c) Foreign Key
9. A window into a portion of a database is | b) View
10. A primary key is combined with a foreign key creates | a) Parent-Child relation ship between the tables that connect them
1. The entity set person is classified as student and employee .This process is called | b) Specialization
2. Which relationship is used to represent a specialization entity ? | a) ISA
3. The refinement from an initial entity set into successive levels of entity subgroupings represents a ________ design process in which distinctions are made explicit. | c) Top-down
4. There are similarities between the instructor entity set and the secretary entity set in the sense that they have several attributes that are conceptually the same across the two entity sets: namely, the identifier, name, and salary attributes. This process is called | c) Generalization
5. If an entity set is a lower-level entity set in more than one ISA relationship, then the entity set has | 
6. A _____________ constraint requires that an entity belong to no more than one lower-level entity set. | a) Disjointness
7. Consider the employee work-team example, and assume that certain employees participate in more than one work team . A given employee may therefore appear in more than one of the team entity sets that are lower level entity sets of employee. Thus, the generalization is _____________. | a) Overlapping
8. The completeness constraint may be one of the following: Total generalization or specialization , Partial generalization or specialization . Which is the default ? | b) Partial
9. Functional dependencies are a generalization of | a) Key dependencies
10. Which of the following is another name for weak entity? | a) Child
1. Which is the main relation which is used in the university database which is referenced by all other relation of the university . | c) Department
2. The department relation has the an entry budget whose type has to be replaced by | c) Numeric (12,2)
3. In the course relation the title field should throw an error in case of any missing title . The command to be added in title is | b) Not null
4. In the above DDL command the foreign key entries are got by using the keyword | a) References
5. Identify the error in the section relation | a) No error
6. The following entry is given in to the instructor relation .(100202,Drake,Biology,30000)Identify the output of the query given | b) Error in ID of insert
7. Which of the following can be used as a primary key entry of the instructor relation. | c) ID
8. In the section relation which of the following is used as a foreign key ? | a) Course_id
9. In order to include an attribute Name to the teaches relation which of the following command is used ? | 
 | b) Drop section;
1. Which of the following command is used to display the departments of the instructor relation ? | c) Select dept_name from instructor;
2. How can we select the elements which have common Dept_name in both the relation ? | a) Select * from instructor i , course c where i.Dept_name=c.Dept_name;
3. Select distinct Dept_name from instructor ;How many row(s) are displayed ? | a) 4
4. Suppose the Authority want to include a new instructor for the title Neuroscience what command should be inserted ? | c) Insert into instructor values(12111,Emma,Biology,200000);Insert into course values(BIO-112,Introduction to Neuro Science,NeuroScience,2);
5. If a person all the people in Music department gets fired which of the following has to be performed on the instructor relation ? | b) Delete from instructor where Dept_name=Music;
6. Select distinct T.namefrom instructor as T, instructor as Swhere T.salary > S.salary and S.dept name = 'Comp.Sci.';What will be displayed as the value of name for the above query ? | 
7. select Namefrom instructorwhere salary > some (select salary from instructor where dept_name = 'Comp.Sci.');How many rows are selected ? | 
8. How will you select the Names whose first letter is E ? where Dept_name like 'A%;Answer:a9. Which function is used to find the count of distinct departments? | a) Dist
10. Which function is used to identify the title with Least scope ? | a) Min(Credits)
1. A domain is ______ if elements of the domain are considered to be indivisible units. | a) Atomic
2. Identify the composite attributes | 
3. Consider the relation given below and ind the maximum normal form applicable to them1. R(A, B) with productions { A -> B }2. R(A, B) with productions { B -> A }3 R(A, B) with productions {A —> B, B -> A }4 R(A, B, C) with productions {A ->B, B -> A, AB -> C } | 
4. Which one is based on multi-valued dependency: | 
5. If a relation is in BCNF, then it is also in | 
6. If every non-key attribute is functionally depedent primary key, then the relation will be in | b) Second normal form
7. If an attribute of a composite key is dependent on an attribute of the other composite key, a normalization called _____ is needed. | b) BCNF
8. The term for information that describes what type of data is available in a database is: | 
9. A data type that creates unique numbers for key columns in Microsoft Access is: | a) Autonumber
10. A dependency exist between two columns when | a) Together they constitute a composite key for the table
1. In the __________ normal form, a composite attribute is converted to individual attributes. | 
3. Tables in second normal form (2NF): | a) Eliminate all hidden dependencies
4. Which-one ofthe following statements about normal forms is FALSE? | c) Loss less, dependency - preserving decomposition into BCNF is always possible
5. Functional Dependencies are the types of constraints that are based on______ | a) Key
6. Which is a bottom-up approach to database design that design by examining the relationship between attributes: | c) Normalization
7. Which forms simplifies and ensures that there is minimal data aggregates and repetitive groups: | c) 3NF
8. Which forms has a relation that possesses data about an individual entity: | c) 4NF
9. Which forms are based on the concept of functional dependency: | c) 3NF
10. Empdt1(empcode, name, street, city, state,pincode).For any pincode, there is only one city and state. Also, for given street, city and state, there is just one pincode. In normalization terms, empdt1 is a relation in | b) 2 NF and hence also in 1 NF
1. We can use the following three rules to find logically implied functional dependencies. This collection of rules is called | b) Armstrong's axioms
2. Which of the following is not a Armstrong's Axiom ? | c) Pseudotransitivity rule
3. The relation employee(ID,name,street,Credit,street,city,salary) is decomposed intoemployee1 (ID, name)employee2 (name, street, city, salary)This type of decomposition is called | 
4. Inst_dept (ID, name, salary, dept name, building, budget) is decomposed intoinstructor (ID, name, dept name, salary)department (dept name, building, budget)This comes under | 
5. There are two functional dependencies with the same set of attributes on the left side of the arrow:A->BCA->BThis can be combined as | a) A->BC
6. Consider a relation R(A,B,C,D,E) with the following functional dependencies:ABC -> DE andD -> ABThe number of superkeys of R is: | c) 10
7. Suppose we wish to find the ID's of the employees that are managed by people who are managed by the employee with ID 123. Here are two possible queries:I.SELECT ee.empIDFROM Emps ee, Emps ffWHERE ee.mgrID = ff.empID AND ff.mgrID = 123;II.SELECT empIDFROM EmpsWHERE mgrID IN(SELECT empID FROM Emps WHERE mgrID = 123);Which, if any, of the two queries above will correctly (in SQL2) get the desired set of employee ID's? | a) Both I and II
8. Suppose relation R(A,B) currently has tuples {(1,2), (1,3), (3,4)} and relation S(B,C) currently has {(2,5), (4,6), (7,8)}. Then the number of tuples in the result of the SQL query:Select *From R Natural Outer Join S; is: | a) 2
9. Suppose now that R(A,B) and S(A,B) are two relations with r and s tuples, respectively (again, not necessarily distinct). If m is the number of (not necessarily distinct) tuples in the result of the SQL query:R intersect S;Then which of the following is the most restrictive, correct condition on the value of m?(a) m = min(r,s)(b) 0 <= m <= r + s(c) min(r,s) <= m <= max(r,s)(d) 0 <= m <= min(r,s)Answer:d10. Suppose relation R(A,B,C,D,E) has the following functional dependencies:A -> BB -> CBC -> AA -> DE -> AD -> EWhich of the following is not a key? | c) B,C
1. A relation is in ____________ if an attribute of a composite key is dependent on an attribute of other composite key. | b) 3NF
2. What are the desirable properties of a decomposition | b) Dependency preservation
3. R (A,B,C,D) is a relation. Which of the following does not have a lossless join dependency preserving BCNF decomposition. | 
Class (course id, title, dept name, credits, sec id, semester, year, building, room number, capacity, time slot id)The set of functional dependencies that we require to hold on class are:course id->title, dept name, creditsbuilding, room number->capacitycourse id, sec id, semester, year->building, room number, time slot idA candidate key for this schema is {course id, sec id, semester, year}4. Consider the above conditions. Which of the following relation holds ? | a) Course id-> title, dept name, credits
5. The algorithm that takes a set of dependencies and adds one schema at a time, instead of decomposing the initial schema repeatedly is | c) 3NF synthesis algorithm
6. The functional dependency can be tested easily on the materialized view, using the constraints ____________. | 
7. Which normal form is considered adequate for normal relational database design? | 
8. Relation R with an associated set of functional dependencies, F, is decomposed into BCNF. The redundancy (arising out of functional dependencies) in the resulting set of relations is | b) More than zero but less than that of an equivalent 3NF decomposition
9. A table has fields F1, F2, F3, F4, and F5, with the following functional dependencies:F1->F3F2->F4(F1,F2)->F5in terms of normalization, this table is in | a) 1NF
10. Let R(A,B,C,D,E,P,G) be a relational schema in which the following FDs are known to hold:AB->CDDE->PC->EP->CB->GThe relation schema R is | 
1. The normal form which satisfies multivalued dependencies and which is in BCNF is | a) 4 NF
2. Which of the following is a tuple-generating dependencies ? | c) Multivalued dependencies
3. The main task carried out in the __________ is to remove repeating attributes to separate tables. | a) First Normal Form
4. Which of the normal form is based on multivalued dependencies ? | 
