What is NOT true about Fundamentals of software process improvement | Software process improvement is not necessary because it makes software development cost more
Indicate in items below what is one of fundamental approaches to formal specification have been used to write detailed specifications for industrial software systems | All above
What is not a part of body of an object specification? | Syntax definition
Software reliability specification includingAnswer: | All above
For each risk, the outcome of the risk analysis and classification process is a statement of acceptability. How many way risk can be categories? | 3
What are contents including on critical systems specification? | None above
What is not strategy had been introduced in text book for risk reduction assessment? | Risk definition and separate them with system.
Risk can be categorized too much way. What bellow is way applying for categorized the risk? | All above
How many activities in process of developing a formal specification of a sub-system interface had been introduced in text book? | 6
Operations on an abstract data type usually fall into how many classes? | 2
Some examples of different types of failure are introduced. How many classes shown in Failure classification text book? | 6
Which perspective don’t we base on to present system in different models? | Layering
Structural perspective will show ….? | The system or data architecture
Which model type will show how entities have common characteristics? | Classification model
Data processing model will show ….? | How the data is processed at different stagesWhat is NOT true with context model? |   Context models show what lies inside the system boundaries
The data flow model will show …? | The processes and the flow of information from one process to another
What is NOT a type of behavioural model? | Data flow diagram
What is NOT the purpose of data flow diagrams? | Show data structure of the system
What is the purpose of state machine model? | Model the behaviour of the system in response to external and internal events
Which is NOT an object model? | Structure models
Which is not a stage in risk-based analysis? | Risk planning
Which is output of the Risk analysis and classification stage? | Risk assessment
What is NOT true with the safety specification? | It is applied to the system as individual sub-systems
Which is a functional safety requirement? | Definitions of the safety functions of the protection system.
What is NOT security requirement type | Non-functional reliability requirements.
What is NOT a stage in the security specification? | Resource analysis
What is the purpose of the “Threat assignment” stage during the security specification? | Assign a list of associated threats for each identified asset
Please choose the correct explanation for the reliability metric “Probability of failure on demand” | The likelihood that the system will fail when a service request is made
Which is NOT critical attribute(s)? | Usability
Choose incorrect definition of the critical systems | Critical systems are system whose failure can threaten human life
Which is NOT included in formal methods? | Program development
Which is NOT true with the Use of formal methods? | Formal methods are applied mainly in critical systems engineering
Please choose an incorrect statement related to the Use of FS (Formal Specification) | FS involves investing more effort in the validating stage of software development
______, the system as it should be when the machine will be built and operated in it | System-to-be
______, the system need to be developed when some change requirements required to be implemented in system-to-be: | System-to-be
______ is the requirement document item, which cannot be realistically implemented within assigned budget, schedule, or development platform | Unfeasibility
______ addresses the assignment of responsibilities for achieving the objectives, services, and constrains among the components of the system-to-be | The WHO dimension
Components pertaining to the machines surrounding world will form | Environment of software-to-be
The machine’s software to be developed or modified is just one component of the system-to-be that refers to | Software-to-be
_________ statements state desirable properties about the system that may hold or not depending on how system behaves | Prescriptive
_________, the system as it exists before the machine is built in to it | System-as-is
________ statements state properties about the system that hold regardless of how the system behaves. Such properties hold typically because of some natural law or physical constaint | Descriptive
Which is not a stage of requirement engineering process? | Requirement Traceability
Overlapping statements refer to some common or inter-related _______ | Phenomena
Product-related risks may result in delayed product delivery, cost overruns, deterioration of project team morale and so forth | False
A risk is an uncertain factor whose occurrence may result in a loss of satisfaction of a corresponding objective. The risk is said to ______ on this objective | Negatively impact
Weak conflict: There are statements that are not satisfiable together under some condition called _____ | Boundary condition
Strong conflict: there are statements that their logical conjunction evaluates to _____ in all circurmstances | False
The “cut-set” of the risk tree is the set of _________ | All minimal AND combinations of leaf events or conditions, each of ….
Sometimes, requirements or assumptions might take risks. Therefore, we must identify new ______ as countermeasures to these risks | Requirements
oals are _____ statements of intent the system | Prescritive
According to tautology-based refinement, not(A and B) amounts to | Not A or Not B
Behavior of component instance is | The sequence of state transitions for the items it controls
Which of the followings belong to the free mode of individual review and meeting? | The inspector receives no directive on what part of the requirement document to consider or what type of defect to look for
We use Prototypes & mock-ups to | Check requirement adequacy from direct user feedback, by showing reduced sketch of software-to-be in action
The nodes in Context diagrams represent ____ system components | Active
List the statements that belong to Structural consistency of the goal and object models | One of the candidate agents in an OR-assignment to a leaf goal in the....
List the statements that belong to Structural consistency of the goal, agent and behavior models | Every parallel state machine capturing the behavior of an agent in the behavior model must show a set of paths prescribed by goals from the goal model that are assigned to this
Goals AND-refinements should be_____ | Minimal, Consistent
Which of the following statements are true? | Agent is an active system component that is responsible for goal satis faction, Goal satisfaction requires agent cooperation
What is state of an instance of conceptual object? | Tuple of functional pairs xi |  ->vi
What are phases of risk management in requirement engineering? | Risk identification, Risk assessment, Risk control
What of the following statements about goal model are true? | All of the others
What are the phases of change control process? | Change initiation, change evaluation and prioritization, change consolidation
What are not the advantages of Quantitative assessment? | not subjective estimation, Coarser-grained than qualitative assessment
1. When a patients come to the clinic, they register administrative information and their profression if they are new patients. In the database of the clinic, each patient can have some health records. Each health record must have a prescription. Which relation is (are) the composition? | Health records and prescription
2. What is requirement engineering? | Set of activities producing the documents on a software-ontensive system
3. ___ models are represented by UML class diagram | Meta/none/object
4. Which of the following belong to behavior goals | None
5. List the way that Sate machines complement the fragmentary information provided by scenarios | They are aimed at capturing all admissible sequences of state transtitions, not just some specific ones.
7. Which of the following statements about Train Control system belong to the why dimension? | all
9. An a gent ___ an operation if the applications of this operation are activated by instances of this agent | performs
10. When should we do requirements inspections and reviews? | After author.. befor design
11. Consider the following situation A patient gets the prescription to buy medicine. but they did not have enough money. So pharmacy just only sell half of his prescription. What is type of the scenario for this situation? | abnormal scenario
12. Select correct statements about State machine model | A state machine model can be built from a set of scenarios by generalizing these to refer to any agent instance and to cover all behaviors captured by the scenarios
13. correct statements about Mine Safety Control system | ko chon A software-based..
14. What is the version type of the following casual factor "Evironment chnage: new class of users or new usage condition"? | variant
15. In the following sentences, which ones are descriptive statements | k chon The meeting...
16. __ result from changes made to adapt restrict or extend a master version to multiple classes of users usage conditions | revisions
17. Which diagrams in the following describe scope of the system | context & problem & frame
18. What kind of diagram descrise the behavior of asystem? | state machine & sequence
20. Choose the incorrect statements in goal model | We can.. & the finer .. & AND...
21. Class diagrams at conceptual level should include: | Attributes only
22. Which of the following belong Structural consistency of the goal and behaviour models | Every operation in the operation model must operationalize at least one leaf goal from the goal model
23. Which of the followings belong to the ambiguity defect in requirement document (RD)? | RD item allowing a problem world features to be interpreted in different ways
24. Risks are uncertain factors whose occurence may result in __ of satisfaction of corresponding objective | loss
24. Which of the following statements about basic features of operations are true | none of the others
26. Which is the tyoe if the new version when we create it by adding new functionalities to the sytem? | revision
28. What is an attribute mutiplicity | Min/max number of values the attribute may take
29. Which of the following statements about UML sequence diagrams are true? | All
30. Which of the following requirements is the least stable reqquirement Meeting scheduling system | Determine meeting date
31. Which of the following examples belong to "Restore conflicting statements" tatic in conflict resolution tactic? | copy returned within X weeks and then borrowed again
32. Why we use of diagrammatic notation in requirement documents? | All
33. What do we need to focus in prioritization requirement? | All
34. Which of the following statements are true? | ko phai AND...
35. In behavior model, a scenario captures | Implicit states, explicit event
39. Which of the following statements about the diagram below are true? | Closedoors is  an Operation & Use case & doorsactuator is an agent
40. Agent models show __ view of the system being modeled | responsibility
41. The link between goal and agent in the following diagram is so-called a/an: | responsibility link
43. Which is the Dompost of operation opendoors in train control system? | the doors of train tr are open
44. A goal model includes: | AND & OR
45. __ risk management is a major cause of software failure | poor
46. The personnel turnovers is a risk that negatively impacts on objectives of the software development process. it belongs to: | process-related risk
48. Which of the following statements about Train control system belong to domain hypotheses? | all
49. What are the thress most critical errors of requirement engineering? | Inadequacy & Omission & contradiction
50. List the artifact-driven techniques | background study
51. Which of the following statements are true? | The main purpose & Language-based
52. Fill in blank.. | System requirement, Domain properties, Definition
53. A ____ scenario illustrates some inadmissible behavior | negative
54. Requirements inspections and reviews should be done when | After authors & before design
55. Which of the following diagrams is used to show system operations | use case diagrams
56. Which relation is (are) the aggregation? | patient and profession & patient and health records
57. A scenario is represented in UNL by a ___ diagram | sequence
59. Which of the following statements about a bank ATM system belong to expectations | cash is taken by the cardholder when returned by the ATM
60. To have an effective interview we should avoid the certain types of questions | affirmative & opiniated or biassed & obvious or impossible answer for the interviewee
Requirements engineering is | the processes involved in developing system requirements
_______, the system as it should be when the machine will be built and operated in it. | system-to-be
the system need to be developed when some change requirements required to be implemented in system-to-be | software-to-be
__________is the requirement document item, which cannot be realistically implemented within assigned budget, schedule, or development platform. | Unfeasibility
_______ addresses the assignment of responsibilities for achieving the objectives, services, and constraints among the components of the system-to-be | the WHO dimension
Components pertaining to the machine's surrounding world will form | Environment of software-to-be
The machine's software to be developed or modified is just one component of the system-to-be that refers to | software-to-be
__________statements state desirable properties about the system that may hold or not depending on how system behaves | Prescriptive
the system as it exists before the machine is built into it | System-as-is
________ Statements state properties about the system that hold regardless of how the system behaves. Such properties hold typically because of some natural law or physical constraint. | Descriptive
The following statement is an example of ____ statement: - The same book copy can not be borrowed by two different people at the same time. | Descriptive
Which is not an obstacle to effective knowledge acquisition? | Stable conditions
The following criteria are used for stakeholder analysis, except for | Create prototypes for system-to-be
Which is not a artefact-driven elicitation technique? | Group sessions
shows static and dynamic aspects of user-software interaction. | A user interface prototypes
The following are obstacles to effective knowledge acquisition, except for | Interacting with stakeholders
Which is not a stakeholder-driven elicitation technique? | Stakeholder analysis
can be helpful for eliciting non-functional requirements related to usability, performance, and costs | Data Collection
Which skill is required for interacting with stakeholders? | Knowledge reformulation
techniques reply more on specific types of artefact to support the elicitation process | Artefact-driven
Which is not a artefact-driven elicitation technique? | Unstructured group sessions
Which is not a concept-driven acquisition technique? | Interview
shows aspects related to software functionalities | A functional prototypes
Actigrams (Datagrams) declare activities (data) by their input/output data (producing/consuming activities) and interconnect them through data( ) dependency links. | control
ER diagram is made from three core constructs; entities, and relationships | Attributes
State machine diagram is made by two core constructs | States, Transitions
In state machine diagram, the event occurrence is a condition fortransition firing, whereas a guard is a condition forfiring | sufficient/necessary
Requirements Inspection process uses guidelines to make it more effective in Ending defects. | WHAT-WHO~WHEN~WHERE
“Queries on a requirements database” technique for “Requirements quality assurance” work on parts of the Requirements Document that are specified in terms of the | Diagrammatic notations
For a binary decision table with N entry conditions, there must be _______ columns for the table to list all possible combinations of conditions exhaustively. | 2^N
Which one ofthe following modes ofindividual reviewing rely on lists ofspecilic issues to address while searching for defects? | Checklist~based mode
form an effective technique for quality assurance. it is the widest in scope and applicability. | Requirements inspection and reviews
Because the requirements errors are the most expensive. numerous and persistent software errors. so 'requirements inspection 8. review process' should be applied as soon as possible | FALSE
The phase Individual reviewing inspectors reads the Requirement Documentfor defects. They can operate this phase in which ofthe following modes? | Free mode. process-based mode. checklist~based mode
Which one ofthe following activities should not be done in the phase 'Defect evaluation at review meetings' of’Requirements inspection 8. review process | Each inspector reads the RD or part of it individually to lookfor defects.
In requirements validation by specification animation, the _______ is an execution of the software model, and an animation is a visualization of the simulated model in its environment. | Simulation
Domain-specific checklists specialize the defect-based ones to the specific constructs ofthe structured, semi-format or formal specification language used in the requirement document. | FALSE
Which one of the following links is not a traceability type? | Anticipation link
ln "Traceability management process", which one of the following phases is concerned with four issues: the link granularity, link semantic richness, link accuracy and link overhead? | Establish traceability links
requires us to identify likely changes, assess their likelihood and document them in the Requirement Document. | Change anticipation
In a Change Control process, the necessity, feasibility, benefits, impact and cost of the requested changes are evaluated by a | Review board
Traceability relies on the existence of between items that we can follow backwards, towards source items, and forwards,towards target items. | None ofthe others
Which one of the following activities should be done in "Change evaluation & prioritization" phase of "Change Control" process | The review board is responsible to assess the merits, feasibility and cost of the proposed changes in the change request. Some proposed changes are approved, others are rejected and others are deferred.
Dependency is the most general type of traceability link that can be specialized into and links within a single version. | Variant/ Revision
Traceability management refers to the process of establishing, recording, exploiting and maintaining traceability in a traceability | Links/ Graph
Behavioural goals are used for building specifications ofthe system. | Operational
A goal refinement graph showthe refinement and contribution links among goals. | Requirements
An expectation is a goal assigned to a single agent of the . | system-to-be
Which one ofthe following statements is a"soft goal"'? | The meeting scheduler software should be easyto use by administrative staff
are used as criteria for selecting system options among multiple alternatives | Soft goals
Goals provide a basic abstraction for addressing the dimension of requirements engineering. | WHY
Goals provide a precise ________ for requirements completeness and pertinence. | Role
Unlike domain properties and goals may be refined. negotiated, assigned as responsibilities to agents and transformed in case of conflict or overexposure to risks | hypotheses
Goals are generallyfound bytop-down of higher-le\/el concerns and by bottom-up _from lower-le\/el material such as scenario examples and operational descriptions | Egfinement/ abstraction
n the goal model. the finer-grained a goal is, the are required to satisfy it. | Feweragents
To start building a goal model, we may obtain ________ goals. Once these goals are obtained, we may build refinement and abstraction paths in a goal diagram | Preliminary
A goal model makes it possible to capture _______ alternative options | Two kinds of (Alternative goal refinement, Alternative responsibility assignments)
We can build refinements and abstraction paths in a goal diagram by recursively asking ___and___ questions about available goals, respectively | HOW / WHY
An AND-refinement of a goal G into sub-goas G1,G2… ,Gn should be | Complete, consistent and minimal
An AND-refinement states that the parent goal can be sastified by sastifying ___sub-goals in the refinement. | All
The goals G1, G2, …, Gn are divergent in a domain Dom if we can find a feasible boundary condition B under which the goals cannot satisfied the arguments | {G1,G2..,Gn,Dom} |  = false
Which one of the following statements about the leaf nodes in goals refinements trees is false? | They can not be domain properties or hypotheses.
In obstacle diagram, leaf obstacles are connected to countermeasure goals through __________. | Resolution links
Like in any risk management process, obstacle analysis is an iteration of _______ cycles. | Identify - Assess - Control
Goals and obstacles are dual notions. Therefore, we can derive obstacle categories from _____. | Goal categories
Obstacle analysis is a ______ of risk analysis aimed at identifying, assessing and resolving the possibilities of breaking assertions in the system’s goal mod | goal-based form
Which one is the “domain completeness” condition for OR-refinement of obstacle O into alternative sub-obstacles Oi: | {not O1, not O2, ..., not On, Dom} |  = not O
An obstacle is a pre-condition for ______ of some goal, hypothesis or questionable domain property used in the goal model. | non-satisfaction
Goal obstruction propagates _______ along goal AND-refinement trees | bottom-up
not (if A then B) amounts to: | A and not B
An entity is | None ofthe others
A/an _________ is a discrete set of instances of a domain-specific concept that are manipulated by the modelled system | Conceptual object
The multiplicity on one side of an association specifies the minimum and maximum number of object instances on _______ that may be associated. | this side
Each linked object in an association plays specific _____ in the association | Role
In specialization, the object SubOb plays the role ______ whereas the object SuperOb plays the inverse role ______. | Specializes /Generalizes
An attribute is | An intrinsic feature of an object regardless of other objects in the model
An object model provides a _________ of the system-as-is and system-to-be. | structural view
The association is also called under synonymous term | relationship
The features shared by object instances include | object’s definition, type, individual attributes, associations, domain invariants
An agent model captures the ____-dimension of requirements engineering | WHO
Which one of the following statements is the definition of “capability instance declaration” (ClD) | lt annotating a monitoring or control link makes precise which agent instance is monitoring or controlling the attribute/association of which object instance
A goal under the responsibility ol an agent must be realizable by the agent in view ol its | Capabilities
In the agent model, an agent ag1 is said to depend on another agent ag2 for a goal G under the responsibility of ag2, if ___’s failure to get G satisfied can result in ___’s failure to get one of its assigned goals satisfied | ag2 / ag1
Which of the following statements about agent capabilities is wrong? | An agent monitors an association if its instances can control this association holds between object instances
An agent is an ______ system component play a role in goal satisfaction. | Active
Agent capabilities are defined in terms ol the system variables that the agent can and | Monitor/ control
What is an agent-goal co-refinement process? | A process in which an agent and its assigned goals are refined in parallel into finer-grained agents, sub-goals and responsibility assignments
An operationalization diagram is an annotated graph showing the system operations, their ______ to goals in the goal model and input/output links to objects in the object model. | operationalization links
Which one of the following statements is false? | Multiple agents perlorm an operation.
The specification of an operation therefore includes a set of prescriptive conditions on operation applications. These conditions are aimed at ensuring that ______. | the goals underlying the operation are satisfied
In _______ scheme, the agent instance applies the operation when it is really obliged to do so; that is, when one of the operation’s required trigger conditions becomes true. | a lazy behavior
The operation is not applied if a trigger condition becomes true in a state where the operation’s domain pre-condition is not true. | False
Which one of the following statements about required condition is true? | none of the others
A particular application ofthe operation yields a state from a state in lnputState to a state in OutputState. | Transition
A/An ________  designates an object instance to which the operation applies. The state of this instance affects the application of the operation | Input variable
A/An ________  designates an object instance to which the operation acts. The state of this instance affects the application of the operation | Output variable
A use case diagram provides an outline view of an operation model by showing the operations that an agent performs together with ________ with other agents. | interaction links
Domain pre- and post-conditions are prescriptive. | False
The instance level is made of concepts that are instances of meta-level abstractions | False
A meta-model is a conceptual model for the meta-level, the highest level, thus consisting of concepts, relationships, attributes and constraints defined in all levels (meta-, domain- and instance-level). | F
System model is made up of five views. Which one of the following view captured | None of the others
The name of the elements defined in a package are | Local to the package and its descendants
Two meta-attributes are mandatory for any meta-concept whatever view it refers to: | “Name” and “Def”
To facilitate model configuration and evolution, we should specify _________ among packages. | Inheritance links
Product-related risks may result in delayed product delivery, cost overruns, deterioration of project team morale and so forth | true
Which one of the following statements is the definition of "required trigger condition" | A required trigger condition for a goal is a sufficient condition on the operation's input states for satisfaction of this goal by any application of the operation.
Which one of the following statements about the leaf nodes in goals refinement trees is false? | They can not be domain properties or hypotheses
Which one in the following techniques is not belong to Stakeholder-driven techniques | Repertory grids
Which variable is not one of the following four variables of the four-variable model | Accepted variables
For stepwise refinement of a state diagram, we may decompose a state into sequential or concurrent sub-states. ln both cases, the finer-grained sub-states are called nested states, whereas the super-state is called a | True , Composite state
The phase "lndividual reviewing", inspectors reads the Requirement Document for defects. They can operate this phase in which of the following modes? | Free mode, process-based mode, checklist-based mode
An operation model addresses the of requirements engineering by capturing the functional services that the target system should provide in order to meet its goals | WHAT-dimension
How many kinds of node does risk tree have? | 2 (failure nodes and logical nodes)
Which one of the following statements about behavior model is false? | State machines capture sequences of state transitions for the variables controlled by any agent instance within a class
Which one of the following statements is the definition of attribute? | An attribute is an intrinsic feature of an object regardless of other objects in the model.
A state machine is represented in UML by a variant of a called a state diagram. | State-chart
Software requirements is a prescriptive statement to be enforced by the software-tobe and formulated in terms of phenomena | shared by the software and the environment
Which elicitation technique allow us to prepare before meeting stakeholders: | Background study
How many kinds of alternative options can a goal model capture? | two kinds of alternative options (Alternative goal refinements, Alternative responsibility assignments)
Which one of the following statements about package is false? | The names of elements defined in a package are local to the package but are not visible to its descendants.
Functional requirements: prescribe what the software-to-be should provide. | services
Which features does Multi-view modeling framework enforce the system views satisfied? | Consistency, completeness and feasibility
Which one of the following statements is the definition of entity? | None ofthe others
Sometimes, requirements or assumptions might take risks. Therefore, we must identify new as countermeasures to these risks. | Requirements
ln an operation model, an operation is annotated by individua l features such as its and its domain pre- and post-conditions. | Signature
The data-activity duality principle requires actigram items to have some in a datagram, and vice versa. | Counterparts
A goal under the responsibility of an agent must be realizable by the agent in view of its ________. | capabilities
System-as-is: system as it should be when the machine will be built and operated in it. | False
Which of the following statements about risk is false? | Risk may have a positive impact on corresponding objectives.
Conflict management process comprises: | (1)»(4)»(3)»(2)
in stakeholder-driven elicitation techniques, how many kinds of Interview are traditionally distinguished | two
In figure 14.6 which one of the following word is the name of (B) | Operationlization
The instance level is made of concepts that are instances of meta-level abstractions | F
A meta model is a conceptual model for the meta-level the highest level , this consitting of concept | T
System model is made up of the five views . Which one of the following view captured by goal model | None of other
The name of elements defined in a package are __________. | Local to the package and is descendants
In figure 14.4. Which one of the following word is the name of (A) | Association
Two meta-attributes are mandastory for any meta-concept whatever view it refer to | “Name” and “ Del”
In figure 14.4. Which one of the following word is the name of (C) | Behaviour Model
Which one of the following object is the root meta-concept | System model
System requirement may include: | All about
User requirement may include: | All about
Requirements discovery including how many technique are introduced. | 4
Interviewing is one of technique introduced. This technique inside of what process: | Elicitation and Analysis
Is this true? If said: “The requirements management process includes planning and change management”. | Y
Is this true? If said: “Ethnography is particularly effective at discovering of requirements”. | Y
What's the key factor of Requirement Elicitation? | Stakeholder involve
How many notations have been introduced in Data-flow model? | 3
Many types of interface had been defined. Show us what are interface type have been introduced in the list below | All
How many main problems need to be checked during feasibility study | 3
Study object models for one system, each object has been named and showed the relation between them (by inheritance, aggregation,… ). What is forced rule had to follow in terms bellow. | The object name have been different each other
How many principal stages to a change management process had been introduced in text book. | 3
Is this true if said: Ethnography is one technique including in requirements elicitation and analysis process. | Y
In below requirement statements, which is the user requirement? | The software must provide a mean of representing and assessing external files created by other tools
Who is the reader of user requirements | System end users
Which is non-functional requirement | Constraints on the services or functions offered by the system such as timing constraints, constraints on the development process, standards, etc.
In the requirement statements for a library management system below, which is NOT a non-functional requirement? | The system shall allow the users to search for an item by title, author, or ISBN.
In below statements, which is NOT a correct definition for requirement measures | Ease of use means training time or number of help frames
Given following activities in the requirement engineering process: | (1) => (3) => (4) => (2)
Which is NOT an input of the requirement engineering process | Requirement documents
Which are outputs of the requirement engineering process | Agreed requirements
Which is NOT a factor for almost feasibility study to base on for its decision | New technology in the world
What is NOT a purpose of the requirement analysing | Gather information about the proposed and existing systems and distilling the user
Given that you are at the “Requirements classification and organization” step during the elicitation and analysis phase, what is next step? | Requirements prioritization and negotiation
The target of requirement realism checking is to answer which of following questions? | Can the requirements be implemented given available budget and technology
Which is not an activity during the requirements review? | Which is not an activity during the requirements review?
On security specification section had recommend many types of security requirement. How many types of security requirements are introduced? | 10
What are contents including on critical systems specification? | All
They predicted that, by the 21st century, a large proportion of software would be developed using formal methods. This prediction has not come true. How many main reasons introduced in text book for this conclution? | 4
Indicate in items below what is one of fundamental approaches to formal specification have been used to write detailed specifications for industrial software systems. | All
Software reliability specification including: | all
What is not type of system models that we may create during the analysis process | None
What is not strategy had been introduced in text book for risk reduction assessment? | Risk definition and separate them with system
Risk can be categorized too much way. What bellow is way applying for categorized the risk? | all
Some examples of different types of failure are introduced. How many classes shown in Failure classification text book | 6
Structural perspective will show | The system or data architecture
Which model type will show how entities have common characteristics | Classification model
Data processing model will show | How the data is processed at different stages
What is NOT true with context model | Context models show what lies inside the system boundaries
The data flow model will show | The processes and the flow of information from one process to another
What is NOT a type of behavioural model | Data flow diagram
What is NOT the purpose of data flow diagrams | Show data structure of the system
What is the purpose of state machine model | Model the behaviour of the system in response to external and internal events
Which is NOT an object model | Structure models
Which is not a stage in risk-based analysis | Risk planning
Which is output of the Risk analysis and classification stage | Risk assessment
What is NOT true with the safety specification | It is applied to the system as individual sub-systems
Which is a functional safety requirement | Definitions of the safety functions of the protection system
What is the purpose of the “Threat assignment” stage during the security specification | Assign a list of associated threats for each identified asset
Which is NOT critical attribute(s) | Usability
Which of the following techniques has the process as below? | Knowledge reuse
Which of the following is an elicitation technique that provides a concrete flavor of what the software will look like | Prototypes and mock-ups
can be helpful for eliciting non-functional requirements related to usability, performance, and costs. | Data Collection
Which of the following is not an objective of domain understanding and requirements elicitation stage? | Select the preferred proposal system
The target of ________ is a set of low-risks, conflict-free requirements and assumptions that stakeholders agree on. | Requirements Evaluation
Which of the following items is not a type of inconsistency of requirements? | Inconsistency management
These are statements that can not be satisfied when taken together; their logical conjunction evaluates to false in all circumstances. | Strong conflict
The following sample statement is a ________ statement | Weak conflict or divergence
Risk management process contains the following stages, except for | Risk resolution
The goals of risk assessment is to assess likelihood of risks, _________, likelihood of consequences, to control high-priority risks | risk severity
Assume that risk (r) only cause one consequence (c). Give Likelihood (c) = 0.7, Severity (c) = 5, cost(cm) =  0.5. Exposure(r) = | 3.5
The goals of _______ is to reduce high-exposure risks through countermeasures | Risk control
Which of the following items are not exploring risk countermeasures techniques? | Using design methodologies
Which of the following items is not a step in the process of risk management with DDP for RE? | Quantitative reasoning for evaluating options
Give Evaluation Criteria (NFRs) of scheduling Meeting program to quantitative reasoning for evaluation options as below: | 0.55
Which of the following items is a range of estimated score percentage of option (opt) on criterion (crit): Score (opt, crit) ? | 0-1
Which of the following items is not a step of Value-cost prioritization process? | Build comparison matrix
ER diagram is made from three core constructs: entities, __________ and relationships. | Attributes
In Figure 4.9 | ResolveConflicts is a ‘sub-operation’ of DetermineSchedule ,DenyRequest is an alternative operation of AskConstraints, when the condition named Unauthorized holds.
Figure 4.10 shows an Event Trace Diagram specifying a meeting scheduling scenario. The first event is meetingRequest, ________ by an Initiator instance and _________ by a Scheduler instance. | controlled/monitored
In state machine diagram, the event occurrence is a ________ condition for transition firing, whereas a guard is a ________ condition for firing. | sufficient/necessary
In figure 4.11, the “Planning” state (source state) changes to “MeetingScheduled” state (target state) if __________ (the event) occurs and only if _________ (the guard condition) is true. | scheduleDetermination/[No conflicts]
In figure 4.15, the ER diagram is a confusing requirement. | T
A_________ is captured by a sequence of state transitions for the system items that the component control | Behavior
Which of the following are differences of problem diagram comparing with context diagram? | (sai)Shared phenomena are controlled/monitored by components
Which one of the following activities should not be done in the phase “Defect evaluation at review meetings” of “Requirements inspection & review process”: | Each inspector reads the RD or part of it individually to look for defects.
Requirements Inspection process uses __________ guidelines to make it more effective in finding defects. | WHAT-WHO-WHEN-WHERE
Because the requirements errors are the most expensive, numerous and persistent software errors, so “requirements inspection & review process” should be applied as soon as possible. | F
Which one of the following modes of individual reviewing rely on lists of specific issues to address while searching for defects? | Checklist-based and Process-based modes
Domain-specific checklists specialize the defect-based ones to the specific constructs of the structured, semi-format or formal specification language used in the requirement document. | F
Which of the following questions are in the checklist used for verifying "Poor structuring" defect type (choose three)? | (sai) Would there , Does this statement entail
Which of the following questions are in the checklist used for verifying "Over specification" defect type (choose two)? | Would there be  , Does this statement entail
Which of the following questions are in the checklist used for verifying "Ambiguity" defect type (choose two)? | Can this statement be , Are there other
Traceability relies on the existence of ___________ between items that we can follow backwards, towards source items, and forwards, towards target items. | Dependency links
To document assumption and requirement changes, we may assign qualitative levels of ________ to the statements, or levels of ________ in the case of multiple variants. | Stability / Commonality
Dependency is the most general type of traceability link that can be specialized into _____ and _____ links within a single version. | Use / Derivation
Traceability management process composes of 4 phases: | d, b, a, c (4,2,1,3)
Traceability management refers to the process of establishing, recording, exploiting and maintaining traceability _____ in a traceability _____. | Links / Graph
Which of the following actions does the review board need to do when reviewing changes of requirements (Choose three)? | Understand  , Assess the benefits , Estimate the
Which of the following are activities to be done in "Change Consolidation" stage of change control process (choose three)? | (sai) Prioritize the , Detect potential
Which of the following are activities to be done in "Change Evaluation and prioritization" stage of change control process (choose two)? | Prioritize , Detect potential
Behavioral goals are used for building _________ specifications of the system. | Operational
Goals are generally found by top-down ________ of higher-level concerns and by bottom-up ______ from lower-level material such as scenario examples and operational descriptions. | Refinement / abstraction
In the goal model, the finer-grained a goal is, the _______ are required to satisfy it. | fewer agents
A goal refinement graph show the refinement and contribution links among goals. ________ appear as leaf nodes in this graph. | Requirements
Which of the following items are not non-functional goals (Choose two)? | Information , Satisfaction
prescribe different types of protection of agent assets against unintended behaviors | Security goals
refers to the use of goals for requirements elicitation, evaluation, negotiation, elaboration, structuring, documentation, analysis and evolution. | Goal-oriented RE
An AND-refinement of a goal G into sub-goals G1, G2, …, Gn should be | Complete, consistent, minimal
The goal model captures ______ and_______ | responsibility, reference links
We can build refinement and abstraction paths in a goal diagram by recursively asking ___ and ___ questions about available goals, respectively | HOW / WHY
Figure 9 shows the __________________ | Divide-and-conquer refinement pattern.
Given figure 8-11 below.  Which of the followings is a pattern used in the figure? | Guard-introduction pattern
Which refinement pattern is applied for the goal refinement in the figure 8-12? | Case-driven refinement pattern
Peter is responsible for goals discovery in RE. He uses some words like "in order to, so as to, so that,.. etc." to search goals in documents. Which of the followings is a Heuristic rules that Peter is using? | Search for goal-related keywords
An AND-refinement of obstacle O into sub-obstacles O1, O2,…, On should meet the following conditions: | 1 & 2
(A) / (B) should be. | ReverseThrustEnabled And Not WheelsTurning / WheelsTurning And Not ReverseThrustEnabled
Obstacles completeness can show about ______ and_______ (Choose two) | what we know about  , obstacle analysis may
Which conditions does a statement about an obstacle to an assertion need to meet? | (sai) {O, Dom } |  =  not G     
OR-refinement of obstacle O should be … | (sai) {subO1,..., subOj-1, subOj+1 , ..., subOn, Dom } |  = O
A specialization link may be introduced in a model between an object SubOb and an object SuperOb if every current instance of _____ is a current instance of _____ as well. | SubOb / SuperOb
