Which of the following is the intangible value? | Customer influence
NIST SP 800-61 Rev 2 identifies the following three team models of CIRT plan: | Central incident response team, Distributed incident response team, Coordinating team
method transfers the backup data to an off-site location. | Electronic vaulting
If the MAO is 120 minutes, the RTO needs to be written to be ... 120 minutes. | Equal to
When the BCP is completed and activated, the BCP coordinator is responsible for declaring the emergency and developing the BCP. | True
Provide training is _____ step of a BCP. | Last
Which impact value level whose maximum acceptable outage and impact is 3 days? | 3
The BIA is largely a _________ process. | Data-gathering
Common recommended lengths are at least ____ characters for regular users and at least ____ characters for administrator. | 8 - 15
Overlapping countermeasures make security controls more effective and do not cause any problem. | False
Which of the following asset inventory is medium priority? | Database server
Which of the following is a management control? | System and Services Acquisition
Which of the following is NOT a vulnerability assessment tool? | FileZilla
Which type of data requires highest level of protection? | Proprietary
Which site takes the longest time to set up? | Cold site
__________ and __________ attacks are common attacks for Internet-facing Web servers. | Buffer overflow and SQL Injection
Individual responsibility could be assigned for all of the following activities EXCEPT ... | Risk analysis
HIPAA applies only to the health care industry. | False.
Automation and input validation are common methods used to reduce human errors | True
What is out-of-pocket cost? | An additional fee
Threat � Vulnerability | Which one of the following properly defines risk?
Threat � Vulnerability � Asset Value | Which one of the following properly defines total risk?
False | You can completely eliminate risk in an IT environment.
A External and internal, Computer and user | Which of the following are accurate pairings of threat categories?
Intangible value | A loss of client confidence or public trust is an example of a loss of ________.
Control | A ________ is used to reduce a vulnerability.
False | As long as a company is profitable, it does not need to consider survivability.
To reduce losses related to loss of confidentiality, integrity, and availability | What is the primary goal of an information security program?
CVE | The ________ is an industry-recognized standard list of common vulnerabilities
To identify the correct cost balance between risk and controls | Which of the following is a goal of risk management?
CBA or cost-benefit analysis | If the benefits outweigh the cost, a control is implemented. Costs and benefits are identified by completing a ________.
Transfer | A company decides to reduce losses of a threat by purchasing insurance. This is known as risk ________.
Accept, Transfer, Avoid | What can you do to manage risk?
Residual risk | You have applied controls to minimize risk in the environment. What is the remaining risk called?
Senior management | Who is ultimately responsible for losses resulting from residual risk?
A document created by senior management that identifies the role of security in the organization | What is a security policy?
Principle of least privilege | You want to ensure that users are granted only the rights to perform actions required for their jobs. What should you use?
Principle of need to know | You want to ensure that users are granted only the permissions needed to access data required to perform their jobs. What should you use?
Separation of duties | Which of the following security principles divides job responsibilities to reduce fraud?
Configuration management | What can you use to ensure that unauthorized changes are not made to systems?
Host-based and network-based | What are two types of intrusion detection systems?
False | A technical control prevents unauthorized personnel from having physical access to a secure area or secure system.
Buffer overflow | What allows an attacker to gain additional privileges on a system by sending unexpected code to the system?
Securing it from the default configuration | What is hardening a server?
All of the above | Which of the following steps could be taken to harden a server?
NIST | Which government agency includes the Information Technology Laboratory and publishes SP 800-30?
False | ITL and ITIL are different names for the same thing.
US-CERT | Which U.S. government agency regularly publishes alerts and bulletins related to security threats?
The MITRE Corporation | The CVE list is maintained by ________.
CVE | What is the standard used to create Information Security Vulnerability names?
Annually | FISMA requires federal agencies to protect IT systems and data. How often should compliance be audited by an external organization?
HIPAA | What law applies to organizations handling health care information?
SOX | CEOs and CFOs can go to jail if financial statements are inaccurate. What law is this from?
CIPA | What law requires schools and libraries to limit offensive content on their computers?
Job rotation | Employees in some companies are often required to take an annual vacation of at least five consecutive days. The purpose is to reduce fraud and embezzlement. What is this called?
True | Fiduciary refers to a relationship of trust.
PCI DSS | Merchants that handle credit cards are expected to implement data security. What standard should they follow?
Risk assessments | The National Institute of Standards and Technology published Special Publication 800-30. What does this cover?
Processes to manage IT resources | The COBIT framework refers to IT governance. Of the following choices, what best describes IT governance?
COBIT | This standard is focused on maintaining a balance between benefits, risk, and asset use. It is based on five principles and seven enablers. What is this standard?
ISO 27002 Information Technology Security Techniques | Which of the following ISO standards can be used to verify that an organization meets certain requirements? Part I identifies objectives and controls. Part II is used for certification.
ISO 31000 Risk Management Principles and Guidelines | Which of the following ISO documents provides generic guidance on risk management?
True | ITIL is a group of five books developed by the United Kingdom's Office of Government Commerce.
5 | In the CMMI, level ______ indicates the highest level of maturity.
It receives authority to operate. | The DIACAP is a risk management process applied to IT systems. What happens after a system is accredited?
All of the above | What are valid contents of a risk management plan?
All of the above | What should be included in the objectives of a risk management plan?
Boundaries | What will the scope of a risk management plan define?
Scope creep | What problem can occur if the scope of a risk management plan is not defined?
An individual or group that has an interest in the project | What is a stakeholder?
True | A key stakeholder should have authority to make decisions about a project. This includes authority to provide additional resources.
Ensuring costs are controlled, Ensuring the project stays on schedule | A risk management plan project manager oversees the entire plan. What is the project manager responsible for?
Management | A risk management plan includes steps to mitigate risks. Who is responsible for choosing what steps to implement?
Cause and effect diagram | A risk management plan includes a list of findings in a report. The findings identify threats and vulnerabilities. What type of diagram can document some of the findings?
Causes, criteria, and effects | What three elements should be included in the findings of the risk management report?
CBA | What is a primary tool used to identify the financial significance of a mitigation tool?
True | A fishbone diagram can link causes with effects.
Accept, defer, or modify the recommendations | You present management with recommendations from a risk management plan. What can management choose to do?
Plan of action and milestones | What is a POAM?
Gantt chart | A POAM is used to track the progress of a project. What type of chart is commonly used to assist with tracking?
All of the above | What can you use to help quantify risks?
Assessment | A risk ________ is a major component of a risk management plan.
False | Risk assessments are a continuous process.
Quantitative | A ________ risk assessment uses SLE.
Probability and impact | What elements are included in a qualitative analysis?
SLE, ALE, ARO | What elements are included in a quantitative analysis?
False | Qualitative analysis is more time consuming than quantitative analysis.
Qualitative | You are trying to decide what type of risk assessment methodology to use. A primary benefit of a ________ risk assessment is that it can be completed more quickly than other methods.
Quantitative | You are trying to decide what type of risk assessment methodology to use. A primary benefit of a ________ risk assessment is that it includes details for a cost-benefit analysis.
Scales used to define probability and impact | What must you define when performing a qualitative risk assessment?
Quantitative | A ________ risk assessment is objective. It uses data that can be verified.
Qualitative | A ________ risk assessment is subjective. It relies on the opinions of experts.
Uncertainty level | One of the challenges facing risk assessments is getting accurate data. What can be included in the risk assessment report to give an indication of the reliability of the data?
Resource allocation, Risk acceptance | You are working on a qualitative risk assessment for your company. You are thinking about the final report. What should you consider when providing the results and recommendations?
All of the above | Of the following, what would be considered a best practice when performing risk assessments?
True | You are beginning an RA for a system. You should define both the operational characteristics and the mission of the system in the early stages of the RA.
All of the above | Which of the following should you identify during a risk assessment?
All of the above | Of the following choices, what would be considered an asset?
The current configuration of the system | When defining the system for the risk assessment, what should you ensure is included?
Historical data, Threat modeling | What can you use to identify relevant vulnerabilities?
Vulnerability assessment | Which type of assessment can you perform to identify weaknesses in a system without exploiting the weaknesses?
Administrative | An acceptable use policy is an example of a(n) ________ control.
Technical | Your organization requires users to log on with smart cards. This is an example of a(n) ________ control.
Physical | You use video cameras to monitor the entrance of secure areas of your building. This is an example of a(n) ________ control.
Threat/vulnerability pair | Which of the following should you match with a control to mitigate a relevant risk?
Probability and impact | What does a qualitative RA use to prioritize a risk?
SLE, ARO, and ALE | What does a quantitative RA use to prioritize a risk?
The operational impact of the control | Your organization purchased a control and installed it on several servers. This control is consuming too many server resources, and the servers can no longer function. What was not evaluated before the control was purchased?
CBA | What is included in an RA that helps justify the cost of a control?
POAM | What is created with a risk assessment to track the implementation of the controls?
True | It is possible to ensure a service is operational 99.999 percent of the time even if a server needs to be regularly rebooted.
Any single part of a system that can cause the entire system to fail, if it fails | What is a single point of failure?
Hardware, Software, Personnel | When identifying the assets you have in your organization, what would you include?
Model and manufacturer, Serial number, Location | When identifying hardware assets in your organization, what information should you include?
Job | An organization may use a ________ rotation policy to help discover dangerous shortcuts or fraudulent activity.
Organizational data, Customer data, Intellectual property | What type of data should be included when identifying an organization's data or information assets?
A database created by combining multiple databases into a central database | What is a data warehouse?
The process of retrieving relevant data from a data warehouse | What is data mining?
The seven domains of a typical IT infrastructure | You are reviewing your organization's asset management data. You want to ensure that all elements of the organization are included. What can you compare the asset management system against to ensure the entire organization is covered?
Mission-critical | You are tasked with updating your organization's business continuity plans. When completing this process, you should only include ________ systems.
Insurance | What can you use to share or transfer risk associated with potential disasters?
BIA | An organization wants to determine what the impact will be if a specific IT server fails. What should it use?
BCP | An organization wants to ensure it can continue mission-critical operations in the event of a disaster. What should it use?
DRP | An organization wants to ensure it can recover a system in the event of a disaster. What should it use?
False | A BCP and DRP are the same thing.
Natural | The two major categories of threats are human and ________.
True | A threat is any activity that represents a possible danger, with the potential to affect confidentiality, integrity, or availability.
Reviewing historical data, Performing threat modeling | Which of the following methods can be used to identify threats?
Disgruntled employee, Equipment failure, Software failure | What are some sources of internal threats?
Assume the systems have not changed since the last threat assessment. | Which of the following choices is not considered a best practice when identifying threats?
Vulnerability | A ________ assessment is used to identify vulnerabilities within an organization.
Either internal or external security professionals, or both | Who should perform vulnerability assessments?
Nessus | What is the name of a common tool used to perform an automated vulnerability assessment scan?
A high false-positive error rate | What is a common drawback or weakness of a vulnerability scanner?
An audit | Your organization wants to check compliance with internal rules and guidelines. The organization wants to ensure that existing policies are being followed. What should be performed?
Access controls | You want to know if users are granted the rights and permissions needed to do their job only, and no more. You should perform a(n) ________ test.
Exploit assessment | You want to identify if any of the discovered vulnerabilities can be exploited. What should you perform?
Gap analysis | Your organization is governed by HIPAA. You suspect that your organization is not in compliance. What would document the differences between what is required and what is currently implemented?
Change management | What management program can be implemented to ensure that the configuration of systems is not modified without a formal approval?
False | Once you have deployed countermeasures, it's not necessary to retest to ensure that the exploit has been mitigated.
Control or countermeasure | A ________ will reduce or eliminate a threat or vulnerability.
True | Controls can be identified based on their function. The functions are preventive, detective, and corrective.
Prevent, recover, and detect | What are the primary objectives of a control?
Detective | What type of control is an intrusion detection system (IDS)?
Procedural, technical, and physical | Controls are often categorized based on how they are implemented. What are the three common methods of implementing controls?
Access | A(n) ________ control is used to ensure that users have the rights and permissions they need to perform their jobs, and no more.
Nonrepudiation | Logon identifiers help ensure that users cannot deny taking a specific action such as deleting a file. What is this called?
Rules of behavior | What should you use to ensure that users understand what they can and cannot do on systems within the network?
Encryption | What can be used to ensure confidentiality of sensitive data?
Who, what, when, and where details of an event | What should be logged in an audit log?
Certification authority (CA) | Your organization wants to issue certificates for internal systems such as an internal Web server. You'll need to install a ________ to issue and manage certificates.
DRP | Which of the following is a procedural control?
PKI | Which of the following is a technical control?
CCTV | Which of the following is a physical control?
True | A PTZ camera is used within a CCTV system. It can pan, tilt, and zoom.
Business impact analysis (BIA) | A ________ is used to identify the impact on an organization if a risk occurs.
False | MAO is the minimal acceptable outage that a system or service can have before affecting the mission.
SLA | Your organization wants to have an agreement with a vendor for an expected level of performance for a service. You want to ensure that monetary penalties are assessed if the minimum uptime requirements are not met. What should you use?
Critical business functions | What would you use to identify mission-critical systems?
All of the above | What can an organization use to remind users of AUP contents?
Access control lists (ACLs) | Routers have ________ to control what traffic is allowed through them.
Defense in depth | Which of the following strategies helps reduce security gaps even if a security control fails?
$25,000 | How much can an organization be fined in a year for HIPAA-related mistakes?
If it is a federal agency | What determines if an organization is governed by FISMA?
If employees handle health-related information | What determines if an organization is governed by HIPAA?
If it is registered with the Securities and Exchange commission | What determines if an organization is governed by SOX?
If it receives E-Rate funding | What determines if an organization is governed by CIPA?
Identify the ROI | You've performed a CBA on a prospective control. The CBA indicates the cost of the control is about the same as the projected benefits. What should you do?
Loss Before Control Loss After Control | Which of the following is a valid formula used to identify the projected benefits of a control?
True | A CBA can be used to justify the purchase of a control.
In-place | A(n) ________ countermeasure has been approved and has a date for implementation.
True | A single risk can be mitigated by more than one countermeasure.
Threat � Vulnerability | The formula for risk is Risk ________.
Details on how to create accounts, Details on when accounts should be disabled, Password policy | What would an account management policy include?
Length of password | What could a password policy include?
Mitigation | The ________ plan will include details on how and when to implement approved countermeasures.
All of the above | You are reviewing a countermeasure to add to the mitigation plan. What costs should be considered?
Power and air conditioning | Which of the following are considered facility costs for the implementation of a countermeasure?
One month | An account management policy needs to be created as a mitigation countermeasure. You will write the policy. What's a reasonable amount of time for the written policy to be completed and approved?
Threat/likelihood-impact matrix | What can you use to determine the priority of countermeasures?
Verify risk elements | A risk assessment was completed three months ago. It has recently been approved, and you're tasked with implementing a mitigation plan. What should you do first?
CBA | You are evaluating two possible countermeasures to mitigate a risk. Management only wants to purchase one. What can you use to determine which countermeasure provides the best cost benefits?
Projected Benefits Cost of Countermeasure | You are performing a cost-benefit analysis. You want to determine if a countermeasure should be used. Which of the following formulas should you apply?
Recommended countermeasure, Risk to be mitigated, Costs, Annual projected benefits | Of the following, what should be included in a cost-benefit analysis report?
True | A POAM can be used to follow up on a risk mitigation plan.
Maximum acceptable outage (MAO) | The ________ identifies the maximum acceptable downtime for a system.
True | Stakeholders can determine what functions are considered critical business functions.
Business continuity plan (BCP) | The BIA is a part of the ________.
Scope | What defines the boundaries of a business impact analysis?
Identify critical resources, Identify critical business functions | What are two objectives of a BIA?
Indirect | You are working on a BIA. You are calculating costs to determine the impact of an outage for a specific system. When calculating the costs, you should calculate the direct and ________ costs.
Recovery point objectives | You are working on a BIA. You want to identify the maximum amount of data loss an organization can accept. What is this called?
Recovery time objectives | You have identified the MAO for a system. You now want to specify the time required for a system to be recovered. What is this called?
The RTO applies to any systems or functions. However, the RPO only refers to data housed in databases | Which of the following statements is true?
Loss of sales | You are working on a BIA. You are calculating costs to determine the impact of an outage for a specific system. Which one of the following is a direct cost?
Top-down approach where CBFs are examined first | What type of approach does a BIA use?
Critical success factors | Mission-critical business functions are considered vital to an organization. What are they derived from?
IT systems | You are performing a BIA for an organization. What should you map the critical business functions to?
Use different data collection methods | Of the following choices, what are considered best practices related to a BIA?
False | A cost-benefit analysis is an important part of a BIA.
BCP or business continuity plan | A(n) ________ is a plan that helps an organization continue to operate during and after a disruption or disaster.
False | Business continuity and disaster recovery are the same thing.
Scope | You want to ensure that a BCP includes specific locations, systems, employees, and vendors. You should identify these requirements in the ________ statement.
To ensure mission-critical elements of an organization continue to operate after a disruption | What is the purpose of a BCP?
Confidentiality, integrity, and availability | What does a BCP help to protect during and after a disruption or disaster?
BCP coordinator | The ________ is responsible for declaring an emergency and activating the BCP.
EMT | After a BCP has been activated, who has overall authority for the recovery of systems?
DAT | After a BCP has been activated, who will assess the damages?
TRT | After a BCP has been activated, who will recover and restore critical IT services?
Notification/activation, recovery, reconstitution | What are the three phases of a BCP?
Least critical business functions | A major disruption has forced you to move operations to an alternate location. The disruption is over and you need to begin normalizing operations. What operations should you move back to the original location first?
Run the servers concurrently with the alternate location for three to five days | A major disruption has forced you to move operations to an alternate location. The disruption is over and you need to begin normalizing operations. You have rebuilt several servers at the primary location. What should you do?
BCP testing | What can you do to show that the BCP will work as planned?
Tabletop exercises, Functional exercises, Full-scale exercises | What types of exercises can demonstrate a BCP in action?
True | Once a BCP has been developed, it should be reviewed and updated on a regular basis, such as annually.
Disaster recovery plan (DRP) | A(n) ________ is a plan used to restore critical business functions to operation after a disruption or disaster.
True | A DRP has multiple purposes. This includes saving lives, ensuring business continuity, and recovering after a disaster.
False | Disaster recovery and fault tolerance are the same thing.
Critical success factor (CSF) | A ________ is an element necessary for success. For example, the success of a DRP depends on elements such as management support and a disaster recovery budget.
Recovery time objective (RTO) | A business impact analysis (BIA) includes a maximum acceptable outage (MAO). The MAO is used to determine the amount of time in which a system must be recovered. What term is used in the DRP instead of the MAO?
All of the above | A certain DRP covers a system that hosts a large database. You want to ensure that the data is copied to an off-site location. What could you use?
Off-site | A copy of backups should be stored ________ to ensure the organization can survive a catastrophic disaster to the primary location.
Cold site | You are considering an alternate location for a DRP. You want to minimize costs for the site. What type of site would you choose?
Hot site | You are considering an alternate location for a DRP. You want to ensure the alternate location can be brought online as quickly as possible. What type of site would you choose?
Warm site | You are considering an alternate location for a DRP. You want to use a business location that is already running noncritical business functions as the alternate location. This location has most of the equipment needed. What type of site is this?
Purpose, scope, communications, recovery procedures | Which of the following elements are commonly included in a DRP?
All of the above | You are considering using a hot site as an alternate location. You want to consider different technologies to keep the data updated and decrease the time it will take for the hot site to become operational. What are some technologies that may help?
Budget | Of the following, what is critical for any DRP?
All of the above | Your organization has created a DRP but it hasn't been tested. Which of the following methods can you use to test it?
False | Once a DRP has been created, it's not necessary to update it.
Computer incident or computer security incident | A(n) ________ is a violation of a security policy or security practice.
False | All events on a system or network are considered computer security incidents.
Denial of service (DoS) or distributed DoS (DDoS) | An administrator has discovered that a Web server is responding very slowly. Investigation shows that the processor, memory, and network resources are being consumed by outside attackers. This is a ________________attack.
This is a form of inappropriate usage | A user has installed P2P software on a system. The organization's policy specifically states this is unauthorized. An administrator discovered the software on the user's system. Is this a computer security incident? If so, what type?
Mobile code | Some malware can execute on a user's system after the user accesses a Web site. The malware executes from within the Web browser. What type of malware is this?
In the wild | A malicious virus is replicating and causing damage to computers. How do security professionals refer to the virus?
Data leakage | What is the greatest risk to an organization when peer-to-peer software is installed on a user's system?
False | Only police or other law enforcement personnel are allowed to do computer forensics investigations.
All of the above | A log has shown that a user has copied proprietary data to his computer. The organization wants to take legal action against the user. You are tasked with seizing the computer as evidence. What should you establish as soon as you seize the computer?
Preparation, detection and analysis, containment, eradication and recovery, and post-incident recovery | Many steps are taken before, during, and after an incident. Of the following choices, what accurately identifies the incident response life cycle?
False | In general, it's acceptable for members of a CIRT to take actions to attack attackers. This is one of the normal responsibilities of a CIRT.
Containment | After an incident has been verified, you need to ensure that it doesn't spread to other systems. What is this called?
All of the above | Which of the following may be included in a CIRT plan?
Document the incident | Attackers attempt a DoS attack on servers in your organization. The CIRT responds and mitigates the attack. What should be the last step that the CIRT will complete in response to this incident?
A Trojan horse | Several types of malicious code exist. Malware that appears to be one thing but is actually something else is ________.
Identify Asset Value, Identify threats, Identify vulnerabilities, Identify consequences | Which one is the order of steps of the Risk Identification Techniques ?
Threat Vulnerability Asset Value | Total Risk = ?
NIDS and HIDS | What is the kind of Intrusion detection system ?
True | The SQL injection attacks is a technique that allows an attacker to insert SQL code into data sent to the server and is implemented on the database server.
Federal Information Security Management Act (FISMA) 2002 | What is US-based Laws ?
All of them | If your company is involved with the sale or trade of securities, what laws do you should be aware of ?
True | A milestone plan chart is a simple graphical representation of major milestones. It shows the major milestones laid out in a graphical format.
Is an individual or group that has a stake, or interest, in the success of a project | What is stakeholder ?
All of them | A risk assessment (RA) is ?
Identify scope, Identify critical areas, Identify team | Which one is Critical Components of Risk Assessment ?
Is the process of determining the fair market value of an asset | What is the Asset valuation ?
True | Threat modeling allows you to prioritize attacks based on their probability of occurring and the potential harm.
Both of them | The system testing include ?
Is primarily used with software development. It helps ensure that a product meets the functional requirements or specifications defined for the product | What is Functionality Testing ?
False | Technical controls protect the physical environment. They include basics such as locks to protect access to secure areas. They also include environmental controls.
All of above | A router can filter traffic based on ?
Requires the protection of any health-related data | HIPAA is ?
All of above | What Is the Scope of Risk Management for Your Organization ?
4 | How many categories of Data and information assets ?
Performance | Which of following NOT true about Risk Management Techniques ?
Employees understand that security is everyone's responsibility | Training help ?
Gramm-Leach-Bliley Act 1999 | GLBA on US-based Laws is ?
SLE, ARO, and ALE | What does a quantitative RA use to prioritize a risk ?
All of the below | Of the following choices, what would be considered an asset ?
True | Quantitative risk assessment is objective. It uses data that can be verified.
POAM | What is created with a risk assessment to track the implementation of the controls ?
4 | How many Technical Controls in the NIST SP 800-53 ?
All of them | What are properties of IA ?
All of them | Two primary assessments to identify and evaluate vulnerabilities
Review Historical Data | Techniques for Identifying Threats ?
6 | How many Legal Requirements, Compliance Laws, Regulations, and Mandates ?
Reducing the impact of threats and a vulnerability to an acceptable level | The primary purpose of countermeasures, safeguards, or controls is to mitigate risk ?
2 | How many preliminary actions that need to complete before progressing with the RA ?
6 | How many elements to consider when Identifying Assets and Activities Within Risk Assessment Boundaries ?
All of them | A vulnerability assessment may have multiple goals, such as ?
Manual | Which of the following methods is methods to Identify Assets and Activities to Be Protected ?
Identify mission-critical business functions and processes | What is 3rd step of Business impact analysis planning ?
Vulnerability | A __________ assessment is used to identify vulnerabilities within an organization.
Either internal or external security professionals, or both | Who should perform vulnerability assessments ?
Nessus | What is the name of a common tool used to perform an automated vulnerability assessment scan ?
A high false-positive error rate | What is a common drawback or weakness of a vulnerability scanner ?
An audit trail | Your organization wants to check compliance with internal rules and guidelines. They want to ensure that existing policies are being followed. What should be performed ?
Change management | What management program can be implemented to ensure that the configuration of systems is not modified without a formal approval ?
False | Configuration management ensures that changes are not made to a system without formal approval.
True | Controls can be identified based on their function. The functions are preventative, detective, and corrective.
Prevent, recover, detect | What are the primary objectives of a control ?
Non-repudation | Logon identifiers help ensure that users cannot deny taking a specific action such as deleting a file. What is this called ?
Rules of behavior | What should you use to ensure that users understand what they can and cannot do on systems within the network ?
Encryption | What can be used to ensure confidentiality of sensitive data ?
Who, what, when, and where details of an event | What should be logged in an audit log ?
Threat/vulnerability pair | Which of the following should you match with a control to mitigate a relevant risk ?
Probability and impact | What does a qualitative RA use to prioritize a risk ?
BCP | An organization wants to ensure they can continue mission-critical operations in the event of a disaster. What should they use ?
DRP | An organization wants to ensure they can recover a system in the event of a disaster. What should they use ?
All of the below | Of the following, what should be included in a cost-benefit analysis report ?
All of the below | What would an account management policy include ?
Critical business functions | What can be used to help identify mission-critical systems ?
All of them | When identifying hardware assets in your organization, what information should you include ?
Risk Assessment are not relevant to Risk Management program | Which statement is incorrect about Risk Assessment ?
In-Place and Planned controls | Which controls is not belong to Control Categories when identifying and evaluating the countermeasures ?
These are controls that have a specified implementation date. | Which definition is true about Planned controls ?
Physical security controls includes controls such as locks and guards to restrict physical access | Which stateemnt is true about Physical security controls ?
The number of times an incident is expected to occur in a year | Which statement is true about ARO ?
Value to the customers | When evaluating this type of automated method, there are several other things to consider, such as the following ?
Cost, schedule, and quality | According to Maylor, what are traditionally the core three risk categories ?
Identification, analysis, and monitoring and control (Missed) | What are the three stages of cyclical risk management ?
Properly plan by thoroughly thinking through events and activities | What is one way that you can help to reduce safety risks for your organization's activities and events ?
4 | How many element in system access and availability ?
Against | Which of following is NOT a type of risk management techniques ?
CBA | What is included in an RA that helps justify the cost of a control ?
CCTV | Which of the following is a physical control ?
More realistic than either tabletop or functional exercises | What is a full-scale exercise ?
Activated | What their actual responsibilities are when the BCP is ?
All of the below | NIST SP 800-53 identifies controls in three primary classes. What are they ?
In-place | A(n) __________ countermeasure has been approved and has a date for implementation.
SLA | Your organization wants to have an agreement with a vendor for an expected level of performance for a service. You want to ensure that monetary penalties are assessed if the minimum uptime requirements are not met. What should you use ?
ACLs | Routers have __________ to control what traffic is allowed through them.
$25,000 | How much can an organization be fined in a year for mistakes that result in noncompliance ?
Threat * Vulnerability | The formula for risk is Risk ?
Identify cost of Risk | What is not risk identification techniques ?
Prevent | What is not risk management techniques ?
Use accesses control | What is the best for Managing Threats within Your IT infrastructure ?
Protecting system and data | The Federal Information Security Management Act (FISMA) assigns specific agencies are resoponsible for ?
True | Risk assessments are a continuous process.
CBA | You are evaluating two possible countermeasures to mitigate the risk. Management only wants to purchase one. What can you use to determine which countermeasure provides the best cost benefits ?
Administrative | An acceptable use policy is an example of an __________ security control.
what is out-of-pocket cost | The cost to reduce risks comes from existing funds
take as long one or more days to implement | warm site
the most expensive of the three types of alternate sites | hot site
private | protected internally
public | freely available
method starts with full copies of the data at the remote location | remote journaling
Lost opportunity costs | Money spent to reduce risks can't be spent elsewhere.
Future costs | Some countermeasures require ongoing or future costs. These costs could be for renewing hardware or software. Future costs can also include the cost of employees to implement the countermeasures.
Client/stakeholder confidence | The value of client and stakeholder confidence is also important.
Automation and input validation are common methods used to reduce human errors | t(reducing human errors)
HIPAA applies only to the health care industry | F
Individual responsibility could be assigned for all of the following activities EXCEPT | Risk analysis
__________ and __________ attacks are common attacks for Internet-facing Web servers | Buffer overflow and SQL Injection
Which site takes the longest time to set up | Cold site
Which of the following is a management control | System and Services Acquisition
Which of the following asset inventory is medium priority | E-mail Server
Overlapping countermeasures make security controls more effective and do not cause any problem | False
Common recommended lengths are at least ____ characters for regular users and at least ____ characters for administrator | 8 - 15
The BIA is largely a _________ process | Data-gathering
Provide training is _____ step of a BCP | 5th
When the BCP is completed and activated, the BCP coordinator is responsible for declaring the emergency and developing the BCP | False (and activating BCP)
If the MAO is 120 minutes, the RTO needs to be written to be _________ 120 minutes | Less than/equal to
method transfers the backup data to an off-site location | Electronic vaulting
NIST SP 800-61 Rev 2 identifies the following three team models of CIRT plan | Central incident response team, Distributed incident response team, Coordinating team
Steps to harden a server include | Reduce the attack surface, Keep system up to date, Enable Firewalls, Enable IDSs
which of the following is an example of operational control | audit and accountability (AU)
which of the following tests verifies user rights and permissions | access controls testing
which of the following information is not provided by threat model | threat control
which of the following is a CBF | Sales from the web site
what is the responsible of risk management PM | tracking and managing all project issues
what is the RTO | the time when a system or function must be recovered
at the suggestion of NIST SP 800-30, if a threat exploits the vulnerability, the medium impact is | noticeably affect an organization's mission
which of the following is not consideration when developing the mitigation plan | time to approve the countermeasures
Business continuity plans address all of the following expect | the protection of cold sites at a remote locaition
when identify assets, your asset inventory could have resulted in the high priority with | network infrastructure
what is the second step of the incident response life cycle | detection and analysis
the risk management plan specifies responsibilities. you can assign responsibilities to all except | staffs and customers
which correct describes the audit trail | it is a series of events recorded in one or more logs
which of the following is an best example of internal threat | unintentional access
what is the greatest risk loan organization when peer-to-peer software is installed on a user's system | data leakage
after an incident has been verified, you need to ensure that it doesn't spread to other systems. what is this called | containment
which of the following elements is commonly included in any CBA report for a countermeasure | risk to be mitigated
which of the following has an incorrect definition assigned to the term | Baseline = a description of what the environment will look like, a standard of measure, after security is implemented
DRP mean essentially the same thing all but which of the following | business continuity plan
which of the following is not a key objectives that directly support the BCP | identify critical threats
which of the following is the most serious attacker | disgruntled employees
The _________________ is the de facto standard of best practices for IT service management. IT was created because of the increased dependence on information technology to meet business needs | Information Technology Infrastructure Library (ITIL)
some malware can execute on a user's system alter the user accesses a web site. the malware executes from within the web browser. what type of malware is this | virus
which of the following is not purpose of the DRP | identify business impact
what does ELT stand for | extract, load and transform
what would be an appropriate difference between a qualitative and a quantitative risk analysis | qualitative is a subjective observation, while a quantitative approach defines statistical costs associated with a threat
there are the major categories of reporting requirements except | BIA report
although these threats are unintentical, you can address them with a risk management plan. which of the following is a method do that | managing environmental threats
what is the second step of a BIA process | identify stakeholder
what is a certification authority (CA) | it issues and manages certificates
which of the following is the intangible value | customer influence
which is the most valuable technique when determining if a specific security control should be implemented | cost/benefits analysis
which of the following is critical success factor of the DRP | knowledge and authority for DRP developers
what does TPM stand for | technology protection measure
what is the category of intellectual property | industrial property
business processes can survive without the business functions for one or more days. what is this impact value level | level 3
when review the previous findings, the items especially worth investigating are all except | obsolete proposals
a company issues laptop computers to employees. the value of each laptop is $1,500. about 100 laptops are being used at any time. in the past two years, the company has lost an average of one laptop per quarter. the company provides hardware locks for the laptops in bulk at a cost of $10 each, the ARO will decrease to 1. what is savings with control | $4,500
before progressing with the RA, you need to complete which of the following actions | define the assessment.
Which one is the order of steps of the Risk Identification Techniques ? | Identify Asset Value, Identify threats, Identify vulnerabilities, Identify consequences
Total Risk = ? | Threat Vulnerability Asset Value
What is the kind of Intrusion detection system ? | NIDS and HIDS
The SQL injection attacks is a technique that allows an attacker to insert SQL code into data sent to the server and is implemented on the database server. | True
What is US-based Laws ? | Federal Information Security Management Act (FISMA) 2002
If your company is involved with the sale or trade of securities, what laws do you should be aware of ? | All of them
A milestone plan chart is a simple graphical representation of major milestones. It shows the major milestones laid out in a graphical format. | True
What is stakeholder ? | Is an individual or group that has a stake, or interest, in the success of a project
A risk assessment (RA) is ? | All of them
Which one is Critical Components of Risk Assessment ? | Identify scope, Identify critical areas, Identify team
What is the Asset valuation ? | Is the process of determining the fair market value of an asset
Threat modeling allows you to prioritize attacks based on their probability of occurring and the potential harm. | True
The system testing include ? | Both of them
